# cid2code.txt (Version 10/24/2017)
#
# The data in this table contains nineteen tab-delimited columns of
# information. The contents of this file supplement "The Adobe-CNS1-7
# Character Collection" (formerly Adobe Tech Note #5080):
#
# https://github.com/adobe-type-tools/Adobe-CNS1/
#
# This table contains lists CIDs 0 through 19178 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded value.
# Here are some common aspects of the data that you will find in this
# table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 19, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "B5-H" and "B5-V" CMaps (Big
#   Five character set, Big Five encoding, half-width Latin
#   characters).
#
# o Column 3: Character codes for the "B5pc-H" and "B5pc-V" CMaps
#   (MacOS-T character set, Big Five encoding, proportional Latin
#   characters).
#
# o Column 4: Character codes for the "ETen-B5-H" and "ETen-B5-V"
#   CMaps (Big Five character set with ETen extensions, Big Five
#   encoding, half-width Latin characters).
#
# o Column 5: Character codes for the "ETenms-B5-H" and
#   "ETenms-B5-V" CMaps (Big Five character set with ETen extensions,
#   Big Five encoding, proportional Latin characters).
#
# o Column 6: Character codes for the "CNS1-H" and "CNS1-V" CMaps
#   (CNS 11643-1992 character set, Plane 1, ISO-2022-CN encoding).
#
# o Column 7: Character codes for the "CNS2-H" and "CNS2-V" CMaps
#   (CNS 11643-1992 character set, Plane 2, ISO-2022-CN encoding).
#
# o Column 8: Character codes for the "CNS-EUC-H" and "CNS-EUC-V"
#   CMaps (CNS 11643-1992 character set, Planes 1 and 2, EUC-TW
#   encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "UniCNS-UCS2-H" and
#   "UniCNS-UCS2-V" CMaps (Unicode UCS-2 encoding, proportional
#   Latin characters).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 10: Character codes for the "UniCNS-UTF8-H" and
#   "UniCNS-UTF8-V" CMaps (Unicode 10.0 UTF-8 encoding, proportional Latin
#   characters).
#
# o Column 11: Character codes for the "UniCNS-UTF16-H" and
#   "UniCNS-UTF16-V" CMaps (Unicode 10.0 UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 12: Character codes for the "UniCNS-UTF32-H" and
#   "UniCNS-UTF32-V" CMaps (Unicode 10.0 UTF-32 encoding, proportional
#   Latin characters).
#
# o Column 13: Character codes for the "ETHK-B5-H" and "ETHK-B5-V"
#   CMaps (Big Five character set with the ETen and Hong Kong SCS
#   extensions, Big Five encoding, proportional Latin characters).
#
# o Column 14: Character codes for the "HKdla-B5-H" and "HKdla-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   A with 784 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 15: Character codes for the "HKdlb-B5-H" and "HKdlb-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   B with 665 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 16: Character codes for the "HKgccs-B5-H" and "HKgccs-B5-V"
#   CMaps (Big Five character set with Hong Kong's GCCS extension, Big
#   Five encoding, proportional Latin characters).
#
# o Column 17: Character codes for the "HKm314-B5-H" and "HKm314-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 314 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 18: Character codes for the "HKm471-B5-H" and "HKm471-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 471 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 19: Character codes for the "HKscs-B5-H" and "HKscs-B5-V"
#   CMaps (Big Five character set with Hong Kong's SCS extension,
#   Big Five encoding, proportional Latin characters).
#
CID	B5	B5pc	ETen-B5	ETenms-B5	CNS1	CNS2	CNS-EUC	UniCNS-UCS2	UniCNS-UTF8	UniCNS-UTF16	UniCNS-UTF32	ETHK-B5	HKdla-B5	HKdlb-B5	HKgccs-B5	HKm314-B5	HKm471-B5	HKscs-B5
146	a16f,a16dv	a16f,a16dv	a16f,a16dv	a16dv	2150,214ev	*	8ea1a1d0,a1d0,8ea1a1cev,8ea1a1d0v,a1cev,a1d0v	fe3d,300av	efb8bd,e3808av	fe3d,300av	0000fe3d,0000300av	a16f,a16dv	a16f,a16dv	a16f,a16dv	a16f,a16dv	a16f,a16dv	a16f,a16dv	a16f,a16dv
147	a170,a16ev	a170,a16ev	a170,a16ev	a16ev	2151,214fv	*	8ea1a1d1,a1d1,8ea1a1cfv,8ea1a1d1v,a1cfv,a1d1v	fe3e,300bv	efb8be,e3808bv	fe3e,300bv	0000fe3e,0000300bv	a170,a16ev	a170,a16ev	a170,a16ev	a170,a16ev	a170,a16ev	a170,a16ev	a170,a16ev
148	a171	a171	a171	*	2152	*	8ea1a1d2,a1d2	3008	e28ca9,e38088	2329,3008	00002329,00003008	a171	a171	a171	a171	a171	a171	a171
149	a172	a172	a172	*	2153	*	8ea1a1d3,a1d3	3009	e28caa,e38089	232a,3009	0000232a,00003009	a172	a172	a172	a172	a172	a172	a172
150	a173,a171v	a173,a171v	a173,a171v	a171v	2154,2152v	*	8ea1a1d4,a1d4,8ea1a1d2v,8ea1a1d4v,a1d2v,a1d4v	fe3f,3008v	efb8bf,e38088v	fe3f,3008v	0000fe3f,00003008v	a173,a171v	a173,a171v	a173,a171v	a173,a171v	a173,a171v	a173,a171v	a173,a171v
151	a174,a172v	a174,a172v	a174,a172v	a172v	2155,2153v	*	8ea1a1d5,a1d5,8ea1a1d3v,8ea1a1d5v,a1d3v,a1d5v	fe40,3009v	efb980,e38089v	fe40,3009v	0000fe40,00003009v	a174,a172v	a174,a172v	a174,a172v	a174,a172v	a174,a172v	a174,a172v	a174,a172v
152	a175	a175	a175	*	2156	*	8ea1a1d6,a1d6	300c	e3808c	300c	0000300c	a175	a175	a175	a175	a175	a175	a175
153	a176	a176	a176	*	2157	*	8ea1a1d7,a1d7	300d	e3808d	300d	0000300d	a176	a176	a176	a176	a176	a176	a176
154	a177,a175v	a177,a175v	a177,a175v	a175v	2158,2156v	*	8ea1a1d8,a1d8,8ea1a1d6v,8ea1a1d8v,a1d6v,a1d8v	fe41,300cv	efb981,e3808cv	fe41,300cv	0000fe41,0000300cv	a177,a175v	a177,a175v	a177,a175v	a177,a175v	a177,a175v	a177,a175v	a177,a175v
155	a178,a176v	a178,a176v	a178,a176v	a176v	2159,2157v	*	8ea1a1d9,a1d9,8ea1a1d7v,8ea1a1d9v,a1d7v,a1d9v	fe42,300dv	efb982,e3808dv	fe42,300dv	0000fe42,0000300dv	a178,a176v	a178,a176v	a178,a176v	a178,a176v	a178,a176v	a178,a176v	a178,a176v
156	a179	a179	a179	*	215a	*	8ea1a1da,a1da	300e	e3808e	300e	0000300e	a179	a179	a179	a179	a179	a179	a179
157	a17a	a17a	a17a	*	215b	*	8ea1a1db,a1db	300f	e3808f	300f	0000300f	a17a	a17a	a17a	a17a	a17a	a17a	a17a
158	a17b,a179v	a17b,a179v	a17b,a179v	a179v	215c,215av	*	8ea1a1dc,a1dc,8ea1a1dav,8ea1a1dcv,a1dav,a1dcv	fe43,300ev	efb983,e3808ev	fe43,300ev	0000fe43,0000300ev	a17b,a179v	a17b,a179v	a17b,a179v	a17b,a179v	a17b,a179v	a17b,a179v	a17b,a179v
159	a17c,a17av	a17c,a17av	a17c,a17av	a17av	215d,215bv	*	8ea1a1dd,a1dd,8ea1a1dbv,8ea1a1ddv,a1dbv,a1ddv	fe44,300fv	efb984,e3808fv	fe44,300fv	0000fe44,0000300fv	a17c,a17av	a17c,a17av	a17c,a17av	a17c,a17av	a17c,a17av	a17c,a17av	a17c,a17av
160	a17d	a17d	a17d	*	215e	*	8ea1a1de,a1de,8ea1a1dev,a1dev	fe59	efb999	fe59	0000fe59	a17d	a17d	a17d	a17d	a17d	a17d	a17d
161	a17e	a17e	a17e	*	215f	*	8ea1a1df,a1df,8ea1a1dfv,a1dfv	fe5a	efb99a	fe5a	0000fe5a	a17e	a17e	a17e	a17e	a17e	a17e	a17e
162	a1a1	a1a1	a1a1	*	2160	*	8ea1a1e0,a1e0,8ea1a1e0v,a1e0v	fe5b	efb99b	fe5b	0000fe5b	a1a1	a1a1	a1a1	a1a1	a1a1	a1a1	a1a1
163	a1a2	a1a2	a1a2	*	2161	*	8ea1a1e1,a1e1,8ea1a1e1v,a1e1v	fe5c	efb99c	fe5c	0000fe5c	a1a2	a1a2	a1a2	a1a2	a1a2	a1a2	a1a2
164	a1a3	a1a3	a1a3	*	2162	*	8ea1a1e2,a1e2,8ea1a1e2v,a1e2v	fe5d	efb99d	fe5d	0000fe5d	a1a3	a1a3	a1a3	a1a3	a1a3	a1a3	a1a3
165	a1a4	a1a4	a1a4	*	2163	*	8ea1a1e3,a1e3,8ea1a1e3v,a1e3v	fe5e	efb99e	fe5e	0000fe5e	a1a4	a1a4	a1a4	a1a4	a1a4	a1a4	a1a4
166	a1a5	a1a5	a1a5	*	2164	*	8ea1a1e4,a1e4,8ea1a1e4v,a1e4v	2018	e28098	2018	00002018	a1a5	a1a5	a1a5	a1a5	a1a5	a1a5	a1a5
167	a1a6	a1a6	a1a6	*	2165	*	8ea1a1e5,a1e5,8ea1a1e5v,a1e5v	2019	e28099	2019	00002019	a1a6	a1a6	a1a6	a1a6	a1a6	a1a6	a1a6
168	a1a7	a1a7	a1a7	*	2166	*	8ea1a1e6,a1e6,8ea1a1e6v,a1e6v	201c	e2809c	201c	0000201c	a1a7	a1a7	a1a7	a1a7	a1a7	a1a7	a1a7
169	a1a8	a1a8	a1a8	*	2167	*	8ea1a1e7,a1e7,8ea1a1e7v,a1e7v	201d	e2809d	201d	0000201d	a1a8	a1a8	a1a8	a1a8	a1a8	a1a8	a1a8
170	a1a9	a1a9	a1a9	*	2168	*	8ea1a1e8,a1e8,8ea1a1e8v,a1e8v	301d	e3809d	301d	0000301d	a1a9	a1a9	a1a9	a1a9	a1a9	a1a9	a1a9
171	a1aa	a1aa	a1aa	*	2169	*	8ea1a1e9,a1e9,8ea1a1e9v,a1e9v	301e	e3809e	301e	0000301e	a1aa	a1aa	a1aa	a1aa	a1aa	a1aa	a1aa
172	a1ab	a1ab	a1ab	*	216a	*	8ea1a1ea,a1ea,8ea1a1eav,a1eav	2035	e280b5	2035	00002035	a1ab	a1ab	a1ab	a1ab	a1ab	a1ab	a1ab
173	a1ac	a1ac	a1ac	*	216b	*	8ea1a1eb,a1eb,8ea1a1ebv,a1ebv	2032	e280b2	2032	00002032	a1ac	a1ac	a1ac	a1ac	a1ac	a1ac	a1ac
174	a1ad	a1ad	a1ad	*	216c	*	8ea1a1ec,a1ec,8ea1a1ecv,a1ecv	ff03	efbc83	ff03	0000ff03	a1ad	a1ad	a1ad	a1ad	a1ad	a1ad	a1ad
175	a1ae	a1ae	a1ae	*	216d	*	8ea1a1ed,a1ed,8ea1a1edv,a1edv	ff06	efbc86	ff06	0000ff06	a1ae	a1ae	a1ae	a1ae	a1ae	a1ae	a1ae
176	a1af	a1af	a1af	*	216e	*	8ea1a1ee,a1ee,8ea1a1eev,a1eev	ff0a	efbc8a	ff0a	0000ff0a	a1af	a1af	a1af	a1af	a1af	a1af	a1af
177	a1b0	a1b0	a1b0	*	216f	*	8ea1a1ef,a1ef,8ea1a1efv,a1efv	203b	e280bb	203b	0000203b	a1b0	a1b0	a1b0	a1b0	a1b0	a1b0	a1b0
178	a1b1	a1b1	a1b1	*	2170	*	8ea1a1f0,a1f0,8ea1a1f0v,a1f0v	00a7	c2a7	00a7	000000a7	a1b1	a1b1	a1b1	a1b1	a1b1	a1b1	a1b1
179	a1b2	a1b2	a1b2	*	2171	*	8ea1a1f1,a1f1,8ea1a1f1v,a1f1v	3003	e38083	3003	00003003	a1b2	a1b2	a1b2	a1b2	a1b2	a1b2	a1b2
180	a1b3	a1b3	a1b3	*	2172	*	8ea1a1f2,a1f2,8ea1a1f2v,a1f2v	25cb	e2978b	25cb	000025cb	a1b3	a1b3	a1b3	a1b3	a1b3	a1b3	a1b3
181	a1b4	a1b4	a1b4	*	2173	*	8ea1a1f3,a1f3,8ea1a1f3v,a1f3v	25cf	e2978f	25cf	000025cf	a1b4	a1b4	a1b4	a1b4	a1b4	a1b4	a1b4
182	a1b5	a1b5	a1b5	*	2174	*	8ea1a1f4,a1f4,8ea1a1f4v,a1f4v	25b3	e296b3	25b3	000025b3	a1b5	a1b5	a1b5	a1b5	a1b5	a1b5	a1b5
183	a1b6	a1b6	a1b6	*	2175	*	8ea1a1f5,a1f5,8ea1a1f5v,a1f5v	25b2	e296b2	25b2	000025b2	a1b6	a1b6	a1b6	a1b6	a1b6	a1b6	a1b6
184	a1b7	a1b7	a1b7	*	2176	*	8ea1a1f6,a1f6,8ea1a1f6v,a1f6v	25ce	e2978e	25ce	000025ce	a1b7	a1b7	a1b7	a1b7	a1b7	a1b7	a1b7
185	a1b8	a1b8	a1b8	*	2177	*	8ea1a1f7,a1f7,8ea1a1f7v,a1f7v	2606	e29886	2606	00002606	a1b8	a1b8	a1b8	a1b8	a1b8	a1b8	a1b8
186	a1b9	a1b9	a1b9	*	2178	*	8ea1a1f8,a1f8,8ea1a1f8v,a1f8v	2605	e29885	2605	00002605	a1b9	a1b9	a1b9	a1b9	a1b9	a1b9	a1b9
187	a1ba	a1ba	a1ba	*	2179	*	8ea1a1f9,a1f9,8ea1a1f9v,a1f9v	25c7	e29787	25c7	000025c7	a1ba	a1ba	a1ba	a1ba	a1ba	a1ba	a1ba
188	a1bb	a1bb	a1bb	*	217a	*	8ea1a1fa,a1fa,8ea1a1fav,a1fav	25c6	e29786	25c6	000025c6	a1bb	a1bb	a1bb	a1bb	a1bb	a1bb	a1bb
189	a1bc	a1bc	a1bc	*	217b	*	8ea1a1fb,a1fb,8ea1a1fbv,a1fbv	25a1	e296a1	25a1	000025a1	a1bc	a1bc	a1bc	a1bc	a1bc	a1bc	a1bc
190	a1bd	a1bd	a1bd	*	217c	*	8ea1a1fc,a1fc,8ea1a1fcv,a1fcv	25a0	e296a0	25a0	000025a0	a1bd	a1bd	a1bd	a1bd	a1bd	a1bd	a1bd
191	a1be	a1be	a1be	*	217d	*	8ea1a1fd,a1fd,8ea1a1fdv,a1fdv	25bd	e296bd	25bd	000025bd	a1be	a1be	a1be	a1be	a1be	a1be	a1be
192	a1bf	a1bf	a1bf	*	217e	*	8ea1a1fe,a1fe,8ea1a1fev,a1fev	25bc	e296bc	25bc	000025bc	a1bf	a1bf	a1bf	a1bf	a1bf	a1bf	a1bf
193	a1c0	a1c0	a1c0	*	2221	*	8ea1a2a1,a2a1,8ea1a2a1v,a2a1v	32a3	e38aa3	32a3	000032a3	a1c0	a1c0	a1c0	a1c0	a1c0	a1c0	a1c0
194	a1c1	a1c1	a1c1	*	2222	*	8ea1a2a2,a2a2,8ea1a2a2v,a2a2v	2105	e28485	2105	00002105	a1c1	a1c1	a1c1	a1c1	a1c1	a1c1	a1c1
195	a1c2	a1c2	a1c2	*	2223	*	8ea1a2a3,a2a3,8ea1a2a3v,a2a3v	203e	c2af,cc84,e280be	00af,0304,203e	000000af,00000304,0000203e	a1c2	a1c2	a1c2	a1c2	a1c2	a1c2	a1c2
196	a1c3	a1c3	a1c3	*	2224	*	8ea1a2a4,a2a4,8ea1a2a4v,a2a4v	*	efbfa3	ffe3	0000ffe3	a1c3	a1c3	a1c3	a1c3	a1c3	a1c3	a1c3
197	a1c4	a1c4	a1c4	*	2225	*	8ea1a2a5,a2a5,8ea1a2a5v,a2a5v	ff3f	efbcbf	ff3f	0000ff3f	a1c4	a1c4	a1c4	a1c4	a1c4	a1c4	a1c4
198	a1c5	a1c5	a1c5	*	2226	*	8ea1a2a6,a2a6,8ea1a2a6v,a2a6v	*	cb8d	02cd	000002cd	a1c5	a1c5	a1c5	a1c5	a1c5	a1c5	a1c5
199	a1c6	a1c6	a1c6	*	2227	*	8ea1a2a7,a2a7,8ea1a2a7v,a2a7v	fe49	efb989	fe49	0000fe49	a1c6	a1c6	a1c6	a1c6	a1c6	a1c6	a1c6
200	a1c7	a1c7	a1c7	*	2228	*	8ea1a2a8,a2a8,8ea1a2a8v,a2a8v	fe4a	efb98a	fe4a	0000fe4a	a1c7	a1c7	a1c7	a1c7	a1c7	a1c7	a1c7
201	a1c8	a1c8	a1c8	*	2229	*	8ea1a2a9,a2a9,8ea1a2a9v,a2a9v	fe4d	efb98d	fe4d	0000fe4d	a1c8	a1c8	a1c8	a1c8	a1c8	a1c8	a1c8
202	a1c9	a1c9	a1c9	*	222a	*	8ea1a2aa,a2aa,8ea1a2aav,a2aav	fe4e	efb98e	fe4e	0000fe4e	a1c9	a1c9	a1c9	a1c9	a1c9	a1c9	a1c9
203	a1ca	a1ca	a1ca	*	222b	*	8ea1a2ab,a2ab,8ea1a2abv,a2abv	fe4b	efb98b	fe4b	0000fe4b	a1ca	a1ca	a1ca	a1ca	a1ca	a1ca	a1ca
204	a1cb	a1cb	a1cb	*	222c	*	8ea1a2ac,a2ac,8ea1a2acv,a2acv	fe4c	efb98c	fe4c	0000fe4c	a1cb	a1cb	a1cb	a1cb	a1cb	a1cb	a1cb
205	a1cc	a1cc	a1cc	*	222d	*	8ea1a2ad,a2ad,8ea1a2adv,a2adv	fe5f	efb99f	fe5f	0000fe5f	a1cc	a1cc	a1cc	a1cc	a1cc	a1cc	a1cc
206	a1cd	a1cd	a1cd	*	222e	*	8ea1a2ae,a2ae,8ea1a2aev,a2aev	fe60	efb9a0	fe60	0000fe60	a1cd	a1cd	a1cd	a1cd	a1cd	a1cd	a1cd
207	a1ce	a1ce	a1ce	*	222f	*	8ea1a2af,a2af,8ea1a2afv,a2afv	fe61	efb9a1	fe61	0000fe61	a1ce	a1ce	a1ce	a1ce	a1ce	a1ce	a1ce
208	a1cf	a1cf	a1cf	*	2230	*	8ea1a2b0,a2b0,8ea1a2b0v,a2b0v	ff0b	efbc8b	ff0b	0000ff0b	a1cf	a1cf	a1cf	a1cf	a1cf	a1cf	a1cf
209	a1d0	a1d0	a1d0	*	2231	*	8ea1a2b1,a2b1,8ea1a2b1v,a2b1v	ff0d	efbc8d	ff0d	0000ff0d	a1d0	a1d0	a1d0	a1d0	a1d0	a1d0	a1d0
210	a1d1	a1d1	a1d1	*	2232	*	8ea1a2b2,a2b2,8ea1a2b2v,a2b2v	00d7	c397	00d7	000000d7	a1d1	a1d1	a1d1	a1d1	a1d1	a1d1	a1d1
211	a1d2	a1d2	a1d2	*	2233	*	8ea1a2b3,a2b3,8ea1a2b3v,a2b3v	00f7	c3b7	00f7	000000f7	a1d2	a1d2	a1d2	a1d2	a1d2	a1d2	a1d2
212	a1d3	a1d3	a1d3	*	2234	*	8ea1a2b4,a2b4,8ea1a2b4v,a2b4v	00b1	c2b1	00b1	000000b1	a1d3	a1d3	a1d3	a1d3	a1d3	a1d3	a1d3
213	a1d4	a1d4	a1d4	*	2235	*	8ea1a2b5,a2b5,8ea1a2b5v,a2b5v	221a	e2889a	221a	0000221a	a1d4	a1d4	a1d4	a1d4	a1d4	a1d4	a1d4
214	a1d5	a1d5	a1d5	*	2236	*	8ea1a2b6,a2b6,8ea1a2b6v,a2b6v	ff1c	efbc9c	ff1c	0000ff1c	a1d5	a1d5	a1d5	a1d5	a1d5	a1d5	a1d5
215	a1d6	a1d6	a1d6	*	2237	*	8ea1a2b7,a2b7,8ea1a2b7v,a2b7v	ff1e	efbc9e	ff1e	0000ff1e	a1d6	a1d6	a1d6	a1d6	a1d6	a1d6	a1d6
216	a1d7	a1d7	a1d7	*	2238	*	8ea1a2b8,a2b8,8ea1a2b8v,a2b8v	ff1d	efbc9d	ff1d	0000ff1d	a1d7	a1d7	a1d7	a1d7	a1d7	a1d7	a1d7
217	a1d8	a1d8	a1d8	*	2239	*	8ea1a2b9,a2b9,8ea1a2b9v,a2b9v	2266	e289a6	2266	00002266	a1d8	a1d8	a1d8	a1d8	a1d8	a1d8	a1d8
218	a1d9	a1d9	a1d9	*	223a	*	8ea1a2ba,a2ba,8ea1a2bav,a2bav	2267	e289a7	2267	00002267	a1d9	a1d9	a1d9	a1d9	a1d9	a1d9	a1d9
219	a1da	a1da	a1da	*	223b	*	8ea1a2bb,a2bb,8ea1a2bbv,a2bbv	2260	e289a0	2260	00002260	a1da	a1da	a1da	a1da	a1da	a1da	a1da
220	a1db	a1db	a1db	*	223c	*	8ea1a2bc,a2bc,8ea1a2bcv,a2bcv	221e	e2889e	221e	0000221e	a1db	a1db	a1db	a1db	a1db	a1db	a1db
221	a1dc	a1dc	a1dc	*	223d	*	8ea1a2bd,a2bd,8ea1a2bdv,a2bdv	2252	e28992	2252	00002252	a1dc	a1dc	a1dc	a1dc	a1dc	a1dc	a1dc
222	a1dd	a1dd	a1dd	*	223e	*	8ea1a2be,a2be,8ea1a2bev,a2bev	2261	e289a1	2261	00002261	a1dd	a1dd	a1dd	a1dd	a1dd	a1dd	a1dd
223	a1de	a1de	a1de	*	223f	*	8ea1a2bf,a2bf,8ea1a2bfv,a2bfv	fe62	efb9a2	fe62	0000fe62	a1de	a1de	a1de	a1de	a1de	a1de	a1de
224	a1df	a1df	a1df	*	2240	*	8ea1a2c0,a2c0,8ea1a2c0v,a2c0v	fe63	efb9a3	fe63	0000fe63	a1df	a1df	a1df	a1df	a1df	a1df	a1df
225	a1e0	a1e0	a1e0	*	2241	*	8ea1a2c1,a2c1,8ea1a2c1v,a2c1v	fe64	efb9a4	fe64	0000fe64	a1e0	a1e0	a1e0	a1e0	a1e0	a1e0	a1e0
226	a1e1	a1e1	a1e1	*	2242	*	8ea1a2c2,a2c2,8ea1a2c2v,a2c2v	fe65	efb9a5	fe65	0000fe65	a1e1	a1e1	a1e1	a1e1	a1e1	a1e1	a1e1
227	a1e2	a1e2	a1e2	*	2243	*	8ea1a2c3,a2c3,8ea1a2c3v,a2c3v	fe66	efb9a6	fe66	0000fe66	a1e2	a1e2	a1e2	a1e2	a1e2	a1e2	a1e2
228	a1e3	a1e3	a1e3	*	2244	*	8ea1a2c4,a2c4	223c	e288bc,efbd9e	223c,ff5e	0000223c,0000ff5e	a1e3	a1e3	a1e3	a1e3	a1e3	a1e3	a1e3
229	a1e4	a1e4	a1e4	*	2245	*	8ea1a2c5,a2c5,8ea1a2c5v,a2c5v	2229	e288a9	2229	00002229	a1e4	a1e4	a1e4	a1e4	a1e4	a1e4	a1e4
230	a1e5	a1e5	a1e5	*	2246	*	8ea1a2c6,a2c6,8ea1a2c6v,a2c6v	222a	e288aa	222a	0000222a	a1e5	a1e5	a1e5	a1e5	a1e5	a1e5	a1e5
231	a1e6	a1e6	a1e6	*	2247	*	8ea1a2c7,a2c7,8ea1a2c7v,a2c7v	22a5	e28aa5	22a5	000022a5	a1e6	a1e6	a1e6	a1e6	a1e6	a1e6	a1e6
232	a1e7	a1e7	a1e7	*	2248	*	8ea1a2c8,a2c8,8ea1a2c8v,a2c8v	2220	e288a0	2220	00002220	a1e7	a1e7	a1e7	a1e7	a1e7	a1e7	a1e7
233	a1e8	a1e8	a1e8	*	2249	*	8ea1a2c9,a2c9,8ea1a2c9v,a2c9v	221f	e2889f	221f	0000221f	a1e8	a1e8	a1e8	a1e8	a1e8	a1e8	a1e8
234	a1e9	a1e9	a1e9	*	224a	*	8ea1a2ca,a2ca,8ea1a2cav,a2cav	22bf	e28abf	22bf	000022bf	a1e9	a1e9	a1e9	a1e9	a1e9	a1e9	a1e9
235	a1ea	a1ea	a1ea	*	224b	*	8ea1a2cb,a2cb,8ea1a2cbv,a2cbv	33d2	e38f92	33d2	000033d2	a1ea	a1ea	a1ea	a1ea	a1ea	a1ea	a1ea
236	a1eb	a1eb	a1eb	*	224c	*	8ea1a2cc,a2cc,8ea1a2ccv,a2ccv	33d1	e38f91	33d1	000033d1	a1eb	a1eb	a1eb	a1eb	a1eb	a1eb	a1eb
237	a1ec	a1ec	a1ec	*	224d	*	8ea1a2cd,a2cd,8ea1a2cdv,a2cdv	222b	e288ab	222b	0000222b	a1ec	a1ec	a1ec	a1ec	a1ec	a1ec	a1ec
238	a1ed	a1ed	a1ed	*	224e	*	8ea1a2ce,a2ce,8ea1a2cev,a2cev	222e	e288ae	222e	0000222e	a1ed	a1ed	a1ed	a1ed	a1ed	a1ed	a1ed
239	a1ee	a1ee	a1ee	*	224f	*	8ea1a2cf,a2cf,8ea1a2cfv,a2cfv	2235	e288b5	2235	00002235	a1ee	a1ee	a1ee	a1ee	a1ee	a1ee	a1ee
240	a1ef	a1ef	a1ef	*	2250	*	8ea1a2d0,a2d0,8ea1a2d0v,a2d0v	2234	e288b4	2234	00002234	a1ef	a1ef	a1ef	a1ef	a1ef	a1ef	a1ef
241	a1f0	a1f0	a1f0	*	2251	*	8ea1a2d1,a2d1,8ea1a2d1v,a2d1v	2640	e29980	2640	00002640	a1f0	a1f0	a1f0	a1f0	a1f0	a1f0	a1f0
242	a1f1	a1f1	a1f1	*	2252	*	8ea1a2d2,a2d2,8ea1a2d2v,a2d2v	2642	e29982	2642	00002642	a1f1	a1f1	a1f1	a1f1	a1f1	a1f1	a1f1
243	a1f2	a1f2	a1f2	*	2253	*	8ea1a2d3,a2d3,8ea1a2d3v,a2d3v	2641	e28a95,e29981	2295,2641	00002295,00002641	a1f2	a1f2	a1f2	a1f2	a1f2	a1f2	a1f2
244	a1f3	a1f3	a1f3	*	2254	*	8ea1a2d4,a2d4,8ea1a2d4v,a2d4v	2609	e28a99,e29889	2299,2609	00002299,00002609	a1f3	a1f3	a1f3	a1f3	a1f3	a1f3	a1f3
245	a1f4	a1f4	a1f4	*	2255	*	8ea1a2d5,a2d5,8ea1a2d5v,a2d5v	2191	e28691	2191	00002191	a1f4	a1f4	a1f4	a1f4	a1f4	a1f4	a1f4
246	a1f5	a1f5	a1f5	*	2256	*	8ea1a2d6,a2d6,8ea1a2d6v,a2d6v	2193	e28693	2193	00002193	a1f5	a1f5	a1f5	a1f5	a1f5	a1f5	a1f5
247	a1f7	a1f7	a1f7	*	2257	*	8ea1a2d7,a2d7,8ea1a2d7v,a2d7v	2192	e28692	2192	00002192	a1f7	a1f7	a1f7	a1f7	a1f7	a1f7	a1f7
248	a1f6	a1f6	a1f6	*	2258	*	8ea1a2d8,a2d8,8ea1a2d8v,a2d8v	2190	e28690	2190	00002190	a1f6	a1f6	a1f6	a1f6	a1f6	a1f6	a1f6
249	a1f8	a1f8	a1f8	*	2259	*	8ea1a2d9,a2d9,8ea1a2d9v,a2d9v	2196	e28696	2196	00002196	a1f8	a1f8	a1f8	a1f8	a1f8	a1f8	a1f8
250	a1f9	a1f9	a1f9	*	225a	*	8ea1a2da,a2da,8ea1a2dav,a2dav	2197	e28697	2197	00002197	a1f9	a1f9	a1f9	a1f9	a1f9	a1f9	a1f9
251	a1fa	a1fa	a1fa	*	225b	*	8ea1a2db,a2db,8ea1a2dbv,a2dbv	2199	e28699	2199	00002199	a1fa	a1fa	a1fa	a1fa	a1fa	a1fa	a1fa
252	a1fb	a1fb	a1fb	*	225c	*	8ea1a2dc,a2dc,8ea1a2dcv,a2dcv	2198	e28698	2198	00002198	a1fb	a1fb	a1fb	a1fb	a1fb	a1fb	a1fb
